所属地市,所属区县,所属供电所,变电站名称,变电站ID,变电站母线编号,馈线ID,馈线名称,电压等级(kV),电网类型,供电分区分类,供电区域特征,线路性质,产权性质,线路类别,主干电缆型号,主干电缆长度(km),主干裸导线型号,主干裸导线长度(km),主干绝缘架空型号,主干绝缘架空线长度(km),主干架空线长度(km),主干总长度(km),电缆总长度(km),架空绝缘线总长度(km),架空裸导线总长度(km),线路总长度(km),供电半径(km),接线模式,安全电流(A),主干线自动化分段数,无功补偿容量(kVar),供电负荷性质,装接公变台数,装接公变容量(kVA),装接专变台数,装接专变容量(kVA),装接配变总数,装接容量(kVA),线路总用户数(个),低压用户数(个),开关柜(面),三遥开关柜(面),二遥开关柜(面),柱上开关(台),三遥柱上开关(台),二遥柱上开关(台),户外开关站(座),户内开关站(座),三遥终端(套),二遥终端(套),带通信功能的故障指示器(套),投运日期,联络线路1变电站名称,联络线路1GISID,联络线路1名称,联络线路1高峰负荷时刻电流(A),联络线路2变电站名称,联络线路2GISID,联络线路2名称,联络线路2高峰负荷时刻电流(A),联络线路3变电站名称,联络线路3GISID,联络线路3名称,联络线路3高峰负荷时刻电流(A),联络线路4变电站名称,联络线路4GISID,联络线路4名称,联络线路4高峰负荷时刻电流(A),年最大电流(A),最大电流出现时间,高峰负荷时刻电流(A),年最高负载率(%),上一年度最高负载率(%),上一年度高峰负荷时刻电流(A),平均电流(A),平均负载率(%),线路供电负荷性质,年售电量(kWh),年供电量(kWh),线损率(%),上一年度线路故障次数,是否故障高发,是否重载,是否过载,过载累计持续时间(h),过载次数,重载累计持续时间(h),重载次数,重过载原因分析,线路最大用户容量(kVA),是否预计下一年过载,是否轻载,供电半径是否过长,是否站间联络线路,是否站内联络线路,是否同母线联络线路,是否同杆架设线路联络,是否首端联络,是否主干线挂灯笼,是否联络点不合理,是否单辐射,是否非典型接线,是否不可转供,是否装接容量偏高(>12MVA),是否装接容量偏低(<2MVA),是否存在大分支,是否主干线不满足自动化配置要求,是否重要分支线不满足自动化配置要求,末端电压(kV),是否存在馈线电压异常,馈线电压异常原因分析,是否存在抗风能力不足,是否存在防雷能力不足,是否存在用户故障出门,用户故障出门次数,是否存在安全隐患,是否残旧,是否报装受限,馈线供电区域报装负荷(kVA),是否实现馈线自动化,实现配电自动化情况,是否实现配电自动化有效覆盖,是否实现自愈最低布点要求,是否未实现光纤覆盖,设备状态,是否备用线路,是否单一用户线路,是否属于贫困地区,是否属于中心村,是否属于国有林场供电线路,是否属于革命老区示范区,备注(规划),备注(生技),备注(营销),备注(调度),主键
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,418008239569601.0,ⅡA,418008403483201.0,10kV联堤线523,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,0.5,/,0.0,0,0.0,0.0,0.5,1.28,14.1,0.0,15.38,8.49,架空线路两联络,508.0,5.0,0.0,工民混合,25.0,11395.0,7.0,2525.0,32.0,13920.0,3893.0,3861.0,2.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,2015年03月23日,110kV东洋变电站,420220906528100.0,10kV东浮线531,336.04,110kV东洋变电站,420220356976100.0,10kV下陇线513,329.3,,,,,,,,,519.0,2022年07月14日,473.73,102.17,,,215.24,42.37,工民混合,33595666.37,34290408.0,2.0261,0.0,否,是,否,,,,,,,是,否,是,否,是,否,否,否,否,否,否,否,否,是,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26A86256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV城东变电站,418007751415501.0,Ⅲ,418007777889001.0,10kV白莲池线549,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,2.61,/,0.0,0,0.0,0.0,2.61,3.92,0.94,0.0,4.86,3.59,“3-1”单环网,508.0,0.0,0.0,工民混合,9.0,5350.0,0.0,0.0,9.0,5350.0,2295.0,2286.0,7.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,8.0,2002年01月01日,110kV城东变电站,420220429146100.0,10kV桃园线563,91.76,110kV口美变电站,420220947450200.0,10kV美莲线529,299.53,,,,,,,,,562.5,2022年07月21日,410.63,110.73,,,125.62,24.73,工民混合,19677503.2,20012431.0,1.6736,0.0,否,否,否,,,,,,,否,否,否,是,是,否,否,是,否,否,否,否,否,否,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,否,无,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26A96256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,和平供电所,110kV和平变电站,418007751416401.0,Ⅱ,418007751896401.0,10kV粤东南线567,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,0.98,/,0.0,0,0.0,0.0,0.98,0.98,0.18,0.0,1.16,0.98,单辐射,452.0,0.0,0.0,工民混合,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002年01月01日,,,,,,,,,,,,,,,,,0.7,2021年01月01日,0.7,0.15,,,0.0,0.0,工民混合,0.0,180.0,100.0,0.0,否,否,否,,,,,,,否,否,否,否,否,否,否,否,否,否,否,否,否,否,是,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,无,是,是,否,运行,否,是,否,否,否,否,,,,,E963C1CF26AA6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,谷饶供电所,110kV铜盂变电站,418007751420101.0,I,420220646565700.0,10kV铜兴线526,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,5.09,/,0.0,0,0.0,0.0,5.09,10.27,2.04,0.0,12.31,7.29,架空线路两联络,508.0,2.0,0.0,工民混合,2.0,1000.0,25.0,11325.0,27.0,12325.0,49.0,26.0,21.0,21.0,0.0,10.0,10.0,0.0,0.0,1.0,31.0,0.0,19.0,2018年01月28日,110kV东洋变电站,418008395021901.0,10kV谷中线514,546.97,,,,,,,,,,,,,444.72,2022年08月26日,236.6,87.54,,,163.75,32.23,工民混合,25693818.6,26086736.0,1.5062,0.0,否,否,否,,,,,,,否,否,是,是,否,否,是,否,否,否,否,否,是,是,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26AB6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,铜盂供电所,110kV铜盂变电站,418007751420101.0,I,418007752312701.0,10kV草美线514,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,0.44,/,0.0,0,0.0,0.0,0.44,1.01,6.06,0.0,7.07,3.94,架空线路两联络,508.0,3.0,0.0,工民混合,17.0,7660.0,17.0,5025.0,34.0,12685.0,2540.0,2508.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,2002年01月01日,110kV铜盂变电站,418007752304601.0,10kV昆山线515,132.54,110kV铜盂变电站,420220463215000.0,10kV肖渡线527,432.07,,,,,,,,,373.71,2022年07月25日,360.0,73.56,,,196.78,38.74,工民混合,30707032.2,31349041.0,2.0479,0.0,否,否,否,,,,,,,否,否,否,否,是,是,是,否,否,否,否,否,否,是,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,无,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26AC6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,和平供电所,110kV里美变电站,418220008646100.0,ⅡB,420220286124100.0,10kV里金线522,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,1.37,/,0.0,0,0.0,0.0,1.37,3.6,6.3,0.0,9.9,3.03,架空线路两联络,508.0,4.0,0.0,工民混合,20.0,8910.0,5.0,1630.0,25.0,10540.0,4877.0,4852.0,16.0,16.0,0.0,5.0,5.0,0.0,0.0,0.0,21.0,0.0,11.0,2016年07月20日,110kV和平变电站,418007751885401.0,10kV和围线534,251.02,110kV和平变电站,418007751873801.0,10kV和美线565,102.39,,,,,,,,,582.6,2021年05月28日,282.0,114.69,,,170.51,33.56,工民混合,23154833.13,27164537.0,14.7608,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,是,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26AD6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,和平供电所,110kV和平变电站,418007751416401.0,Ⅱ,418007751867001.0,10kV新科线541,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,1.18,/,0.0,0,0.0,0.0,1.18,5.32,4.47,0.19,9.98,2.19,单辐射,508.0,0.0,0.0,工民混合,8.0,3660.0,26.0,10950.0,34.0,14610.0,511.0,479.0,31.0,31.0,0.0,8.0,0.0,0.0,1.0,0.0,31.0,0.0,6.0,2002年01月01日,,,,,,,,,,,,,,,,,334.92,2021年03月16日,294.96,65.93,,,187.94,37.0,工民混合,29402232.4,29940210.0,1.7968,1.0,否,否,否,,,,,,,否,否,否,否,否,否,否,否,否,否,是,否,是,是,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,是,无,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26AE6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,棉北供电所,110kV棉城变电站,418007751418001.0,ⅡB,418008411689701.0,10kV中信线515,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,2.8,/,0.0,0,0.0,0.0,2.8,3.28,0.0,0.0,3.28,2.8,“3-1”单环网,508.0,0.0,0.0,居住,7.0,6100.0,5.0,3030.0,12.0,9130.0,2047.0,2035.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2015年07月15日,110kV棉城变电站,420220635936100.0,10kV棉信线526,0.29,110kV棉城变电站,418008299857201.0,10kV红岭线531,257.81,,,,,,,,,148.82,2022年07月15日,0.0,29.3,,,48.36,9.52,居住,7574500.0,7703447.0,1.6739,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,否,无,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26AF6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,金浦供电所,220kV潮阳变电站,418007751414701.0,IA,418007751622401.0,10kV金浦线515,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*300,0.23,/,0.0,0,0.0,0.0,0.23,3.84,16.11,0.01,19.96,6.13,架空线路两联络,463.0,4.0,0.0,工民混合,27.0,10425.0,22.0,7735.0,49.0,18160.0,4697.0,4649.0,2.0,2.0,0.0,11.0,3.0,0.0,0.0,0.0,5.0,0.0,14.0,2001年12月30日,220kV潮阳变电站,418007751626001.0,10kV金堡线524,335.44,220kV潮阳变电站,420220729177300.0,10kV潮浦线510,217.55,,,,,,,,,457.0,2022年07月29日,236.92,98.7,,,130.9,28.27,工民混合,20481887.9,20853489.0,1.782,0.0,否,是,否,,,,,,,是,否,是,否,是,否,否,否,否,否,否,否,否,是,否,是,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B06256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV仙马变电站,418007751420601.0,Ⅲ,418007774933801.0,10kV东洋线561,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,0.18,/,0.0,0,0.0,0.0,0.18,0.18,3.28,0.0,3.46,0.18,架空线路两联络,508.0,0.0,0.0,工民混合,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2002年01月01日,110kV仙马变电站,418007752366701.0,10kV南阳线534,205.08,110kV仙马变电站,418007752372401.0,10kV山联线535,306.33,,,,,,,,,269.0,2022年01月07日,143.44,52.95,,,0.0,0.0,工民混合,0.0,0.0,0.0,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,否,是,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B16256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,城南供电所,110kV口美变电站,418007751417601.0,I,420220828385700.0,10kV美新线533,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,2.98,/,0.0,0,0.0,0.0,2.98,4.45,0.19,0.0,4.64,3.02,“2-1”单环网,508.0,8.0,0.0,工民混合,13.0,7300.0,2.0,430.0,15.0,7730.0,4145.0,4130.0,32.0,32.0,0.0,0.0,0.0,0.0,7.0,0.0,32.0,0.0,10.0,2020年08月27日,110kV城东变电站,420220789360300.0,10kV城郊线547,184.57,,,,,,,,,,,,,334.33,2022年07月21日,154.69,65.81,,,56.01,11.03,工民混合,8746687.3,8922286.0,1.9681,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B26256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV城东变电站,418007751415501.0,Ⅲ,418007751779701.0,10kV桃和线544,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*300,0.09,/,0.0,0,0.0,0.0,0.09,4.58,2.18,0.0,6.76,3.87,“3-1”单环网,508.0,0.0,0.0,工民混合,12.0,7445.0,7.0,4165.0,19.0,11610.0,3448.0,3429.0,36.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,14.0,2002年01月01日,110kV口美变电站,418008410682301.0,10kV广场线512,556.88,,,,,,,,,,,,,234.29,2022年07月28日,0.0,46.12,,,118.37,23.3,工民混合,18647656.0,18857531.0,1.113,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,否,无,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B36256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,西胪供电所,110kV关埠变电站,418007751415801.0,I,418008211611101.0,10kV西凤线523,10kV,农网,C,乡村,公用,电网资产,架空线路,YJV22;YJV22-8.7/15-3*300,0.48,/,0.0,JKLGYJ-185,4.3,4.3,4.78,1.56,15.12,0.0,16.68,11.5,架空线路单联络,463.0,3.0,0.0,工民混合,20.0,8105.0,27.0,5335.0,47.0,13440.0,5014.0,4967.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,13.0,2002年01月01日,110kV关埠变电站,420220350114100.0,10kV东凤线514,297.42,,,,,,,,,,,,,509.41,2022年06月23日,440.33,110.02,,,95.23,20.57,工民混合,14641466.1,15171140.0,3.4913,0.0,否,否,否,,,,,,,否,否,是,否,是,否,否,否,否,否,否,否,是,是,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B46256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV口美变电站,418007751417601.0,I,418008410682301.0,10kV广场线512,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,4.98,/,0.0,0,0.0,0.0,4.98,6.57,0.05,0.0,6.62,5.83,“3-1”单环网,508.0,0.0,0.0,工民混合,16.0,10645.0,8.0,3745.0,24.0,14390.0,4332.0,4308.0,13.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,2015年06月20日,110kV城东变电站,418007751779701.0,10kV桃和线544,0.0,110kV棉城变电站,420220500626500.0,10kV文光线514,0.88,,,,,,,,,575.85,2022年07月25日,556.88,113.36,,,112.17,22.08,工民混合,17529543.8,17869454.0,1.9022,0.0,否,否,否,,,,,,,否,否,是,是,否,否,否,否,否,否,否,否,否,是,否,是,是,是,10.0,否,,否,否,否,,否,否,否,,否,无,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B56256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,金浦供电所,220kV潮阳变电站,418007751414701.0,IA,418007751639301.0,10kV金太线528,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22-8.7/15-3*300,0.16,/,0.0,0,0.0,0.0,0.16,1.25,13.75,1.29,16.29,4.7,架空线路单联络,508.0,3.0,0.0,工民混合,23.0,9800.0,18.0,9215.0,41.0,19015.0,2213.0,2172.0,5.0,5.0,0.0,13.0,4.0,0.0,0.0,0.0,9.0,0.0,19.0,2002年01月01日,110kV双凤变电站,418007752187101.0,10kV梅花线524,332.52,,,,,,,,,,,,,406.0,2022年08月23日,357.15,79.92,,,174.97,34.44,工民混合,27378550.0,27874005.0,1.7775,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,是,是,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B66256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV口美变电站,418007751417601.0,I,418008410684801.0,10kV西门线513,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,3.72,/,0.0,0,0.0,0.0,3.72,4.85,1.1,0.0,5.95,5.01,“3-1”单环网,508.0,0.0,0.0,工民混合,11.0,8430.0,4.0,4130.0,15.0,12560.0,2946.0,2931.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,6.0,2015年03月01日,110kV棉城变电站,420220535496300.0,10kV西环线533,399.9,,,,,,,,,,,,,221.83,2022年04月24日,0.0,43.67,,,69.24,13.63,工民混合,10998575.5,11030609.0,0.2904,0.0,否,否,否,,,,,,,否,否,是,是,否,否,否,否,否,否,否,否,否,是,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,否,无,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B76256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV城东变电站,418007751415501.0,Ⅲ,420220429146100.0,10kV桃园线563,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,0.19,/,0.0,0,0.0,0.0,0.19,1.0,0.95,0.0,1.95,1.67,“3-1”单环网,508.0,2.0,0.0,工民混合,3.0,2800.0,2.0,1600.0,5.0,4400.0,1170.0,1165.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0,2016年11月09日,110kV城东变电站,418007777889001.0,10kV白莲池线549,410.63,,,,,,,,,,,,,113.55,2022年07月25日,91.76,22.35,,,31.59,6.22,工民混合,4960036.0,5032265.0,1.4353,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,是,否,否,否,否,否,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B86256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,谷饶供电所,110kV铜盂变电站,418007751420101.0,I,420220640371100.0,10kV铜华线513,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,4.6,/,0.0,0,0.0,0.0,4.6,5.41,1.51,0.0,6.92,5.59,单辐射,508.0,2.0,0.0,工民混合,4.0,1600.0,20.0,7815.0,24.0,9415.0,84.0,62.0,14.0,14.0,0.0,7.0,1.0,0.0,0.0,0.0,15.0,0.0,5.0,2018年12月28日,,,,,,,,,,,,,,,,,336.45,2022年07月27日,260.16,66.23,,,191.88,37.77,工民混合,30077157.6,30567875.0,1.6053,0.0,否,否,否,,,,,,,否,否,是,否,否,否,否,否,否,否,是,否,是,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26B96256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,金浦供电所,220kV潮阳变电站,418007751414701.0,IA,420220729177300.0,10kV潮浦线510,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,0.28,/,0.0,0,0.0,0.0,0.28,3.14,7.15,0.0,10.29,3.29,架空线路单联络,508.0,3.0,0.0,工民混合,12.0,4700.0,16.0,5710.0,28.0,10410.0,2845.0,2818.0,5.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,7.0,0.0,3.0,2019年01月05日,220kV潮阳变电站,418007751622401.0,10kV金浦线515,236.92,,,,,,,,,,,,,275.0,2022年01月31日,217.55,54.13,,,108.77,21.41,工民混合,17085106.6,17327310.0,1.3978,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,否,否,是,是,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26BA6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,西胪供电所,110kV关埠变电站,418007751415801.0,I,418007751811801.0,10kV陂美线526,10kV,农网,C,乡村,公用,电网资产,架空线路,YJV22;YJV22-8.7/15-3*300,0.23,/,0.0,JKLGYJ-185,3.42,3.42,3.65,1.26,15.6,7.04,23.9,12.8,架空线路两联络,463.0,4.0,0.0,居住,29.0,12370.0,9.0,1525.0,38.0,13895.0,9621.0,9584.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,6.0,0.0,10.0,2002年01月01日,110kV关埠变电站,420220350196500.0,10kV东潮线513,430.66,110kV关埠变电站,420220536556100.0,10kV洋文线517,306.91,,,,,,,,,451.4,2022年07月24日,319.57,97.49,,,146.04,31.54,居住,22442635.0,23265031.0,3.5349,0.0,否,是,否,,,,,,,是,否,是,否,是,否,否,否,否,否,否,否,是,是,否,是,是,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26BB6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV城东变电站,418007751415501.0,Ⅲ,418007751787001.0,10kV东门线536,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*240;YJV22-8.7/15-3*300;YJV22-8.7/15-3*95,1.39,/,0.0,0,0.0,0.0,1.39,2.76,2.68,0.0,5.44,3.64,“3-1”单环网,402.0,0.0,0.0,工民混合,16.0,9420.0,6.0,2515.0,22.0,11935.0,4958.0,4936.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2002年01月01日,110kV口美变电站,420220947450200.0,10kV美莲线529,299.53,,,,,,,,,,,,,333.1,2022年07月25日,307.91,82.86,,,143.8,35.77,工民混合,22344837.2,22907902.0,2.458,0.0,否,是,否,,,,,,,是,否,否,是,否,否,否,否,否,否,否,否,否,否,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,否,无,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26BC6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,谷饶供电所,110kV上堡变电站,418007751419101.0,Ⅱ,418008214256801.0,10kV华雅线532,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*300,1.55,/,0.0,0,0.0,0.0,1.55,3.11,4.8,0.02,7.93,4.59,架空线路单联络,508.0,3.0,0.0,工民混合,13.0,6290.0,20.0,7805.0,33.0,14095.0,1008.0,975.0,3.0,3.0,0.0,10.0,4.0,0.0,0.0,0.0,7.0,0.0,11.0,2002年01月01日,110kV上堡变电站,418007752174101.0,10kV新兴线538,302.34,110kV东洋变电站,418008395025501.0,10kV乐和线532,241.11,,,,,,,,,518.85,2022年07月23日,491.02,102.14,,,268.26,52.81,工民混合,41911070.3,42736160.0,1.9307,0.0,否,是,否,,,,,,,是,否,否,是,是,是,否,否,否,否,否,否,是,是,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26BD6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,棉北供电所,110kV棉城变电站,418007751418001.0,ⅡB,420220893833100.0,10kV棉华线511,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,0.61,/,0.0,JKLGYJ-240,0.21,0.21,0.82,2.43,1.03,0.0,3.46,1.85,“3-1”单环网,508.0,2.0,0.0,居住,16.0,8225.0,11.0,5610.0,27.0,13835.0,5376.0,5350.0,27.0,27.0,0.0,1.0,1.0,0.0,2.0,0.0,28.0,0.0,7.0,2020年12月29日,110kV棉城变电站,418007752071501.0,10kV金凤线521,209.18,,,,,,,,,,,,,337.79,2022年07月24日,326.66,66.49,,,136.73,26.92,居住,21150234.6,21781831.0,2.8996,0.0,否,否,否,,,,,,,否,否,否,否,是,是,否,否,否,否,否,否,否,是,否,是,是,否,10.0,否,,否,否,否,,否,否,否,,否,三遥（布点不合理）,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26BE6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,418008239569601.0,ⅡA,420480044861100.0,10kV东园线521,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,0.1,/,0.0,0,0.0,0.0,0.1,0.1,0.14,0.0,0.24,0.1,单辐射,508.0,0.0,0.0,工民混合,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021年11月27日,,,,,,,,,,,,,,,,,0.0,2022年01月01日,0.0,0.0,,,0.0,0.0,工民混合,0.0,0.0,0.0,0.0,否,否,否,,,,,,,否,否,否,否,否,否,否,否,否,否,否,否,否,否,是,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,无,是,是,否,运行,否,是,否,否,否,否,,,,,E963C1CF26BF6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,金灶供电所,110kV金灶变电站,418007751417101.0,ⅡB,418007751971901.0,10kV坡头线526,10kV,农网,C,乡村,公用,电网资产,架空线路,YJV22;YJV22-8.7/15-3*240,0.11,/,0.0,JKLGYJ-240,3.1,3.1,3.21,2.01,3.1,0.0,5.11,5.11,架空线路单联络,452.0,2.0,0.0,工民混合,0.0,0.0,8.0,8235.0,8.0,8235.0,8.0,3.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,2002年01月01日,110kV金灶变电站,418007751957001.0,10kV玉竹线516,297.42,,,,,,,,,,,,,24.0,2022年03月02日,23.91,5.31,,,52.89,11.7,工民混合,8383981.33,8425525.0,0.4931,0.0,否,否,否,,,,,,,否,否,是,否,是,否,否,否,否,否,否,否,否,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26C06256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,418007751415801.0,I,420220516448100.0,10kV南炮台线527,10kV,农网,D,乡村,公用,电网资产,电缆线路,YJV22,1.91,/,0.0,0,0.0,0.0,1.91,3.06,24.63,0.26,27.95,10.91,架空线路单联络,508.0,4.0,0.0,工民混合,51.0,16380.0,15.0,2400.0,66.0,18780.0,11883.0,11817.0,2.0,2.0,0.0,13.0,7.0,0.0,0.0,0.0,9.0,0.0,10.0,2017年05月27日,110kV关埠变电站,418007751801101.0,10kV关埠线516,238.71,,,,,,,,,,,,,654.25,2022年07月21日,348.05,128.79,,,165.02,32.48,工民混合,25324711.0,26288710.9,3.667,0.0,否,否,是,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,是,是,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26C16256E0533D14930A8E43
